writedaytime,devdata1,devdata2,devdata3,devdata4
2014-01-01 00:00:00,0.3382428940568475,0.5555555555555536,0.0,0.0
2014-01-01 00:05:00,0.3359173126614987,0.5555555555555536,0.0,0.0
2014-01-01 00:10:00,0.334625322997416,0.5555555555555536,0.0,0.0
2014-01-01 00:15:00,0.33307493540051675,0.5555555555555536,0.0,0.0
2014-01-01 00:20:00,0.331266149870801,0.5555555555555536,0.0,0.0
2014-01-01 00:25:00,0.3292850990525409,0.5555555555555536,0.0,0.0
2014-01-01 00:30:00,0.327906976744186,0.5555555555555536,0.0,0.0
2014-01-01 00:35:00,0.3258397932816537,0.5555555555555536,0.0,0.0
2014-01-01 00:40:00,0.32403100775193794,0.5555555555555536,0.0,0.0
2014-01-01 00:45:00,0.32273901808785527,0.5555555555555536,0.0,0.0
2014-01-01 00:50:00,0.32118863049095603,0.5555555555555536,0.0,0.0
2014-01-01 00:55:00,0.3191214470284237,0.5555555555555536,0.0,0.0
2014-01-01 01:00:00,0.31705426356589145,0.5555555555555536,0.0,0.0
2014-01-01 01:05:00,0.31524547803617564,0.5555555555555536,0.0,0.0
2014-01-01 01:10:00,0.313953488372093,0.5555555555555536,0.0,0.0
2014-01-01 01:15:00,0.3124031007751938,0.5555555555555536,0.0,0.0
2014-01-01 01:20:00,0.31007751937984496,0.5555555555555536,0.0,0.0
2014-01-01 01:25:00,0.30775193798449607,0.5555555555555536,0.0,0.0
2014-01-01 01:30:00,0.3060292850990525,0.5555555555555536,0.0,0.0
2014-01-01 01:35:00,0.303875968992248,0.5555555555555536,0.0,0.0
2014-01-01 01:40:00,0.30206718346253225,0.5555555555555536,0.0,0.0
2014-01-01 01:45:00,0.30017226528854435,0.5555555555555536,0.0,0.0
2014-01-01 01:50:00,0.29793281653746767,0.5555555555555536,0.0,0.0
2014-01-01 01:55:00,0.2960378983634797,0.5462962962962976,0.0,0.0
2014-01-01 02:00:00,0.2943152454780361,0.5555555555555536,0.0,0.0
2014-01-01 02:05:00,0.2922480620155039,0.5555555555555536,0.0,0.0
2014-01-01 02:10:00,0.2900086132644272,0.5555555555555536,0.0,0.0
2014-01-01 02:15:00,0.2883720930232558,0.5555555555555536,0.0,0.0
2014-01-01 02:20:00,0.28639104220499567,0.5555555555555536,0.0,0.0
2014-01-01 02:25:00,0.28449612403100777,0.5555555555555536,0.0,0.0
2014-01-01 02:30:00,0.2829457364341085,0.5555555555555536,0.0,0.0
2014-01-01 02:35:00,0.2815676141257536,0.5555555555555536,0.0,0.0
2014-01-01 02:40:00,0.27958656330749354,0.5555555555555536,0.0,0.0
2014-01-01 02:45:00,0.2785529715762274,0.5555555555555536,0.0,0.0
2014-01-01 02:50:00,0.2763996554694229,0.5555555555555536,0.0,0.0
2014-01-01 02:55:00,0.27416020671834623,0.5555555555555536,0.0,0.0
2014-01-01 03:00:00,0.2733850129198966,0.5555555555555536,0.0,0.0
2014-01-01 03:05:00,0.2720930232558139,0.5555555555555536,0.0,0.0
2014-01-01 03:10:00,0.27002583979328165,0.5555555555555536,0.0,0.0
2014-01-01 03:15:00,0.26881998277347113,0.5648148148148131,0.0,0.0
2014-01-01 03:20:00,0.26744186046511625,0.5555555555555536,0.0,0.0
2014-01-01 03:25:00,0.265891472868217,0.5555555555555536,0.0,0.0
2014-01-01 03:30:00,0.26468561584840655,0.5555555555555536,0.0,0.0
2014-01-01 03:35:00,0.2633074935400517,0.5555555555555536,0.0,0.0
2014-01-01 03:40:00,0.2624461670973299,0.5555555555555536,0.0,0.0
2014-01-01 03:45:00,0.26124031007751936,0.5555555555555536,0.0,0.0
2014-01-01 03:50:00,0.2600344530577089,0.5555555555555536,0.0,0.0
2014-01-01 03:55:00,0.2589147286821705,0.5555555555555536,0.0,0.0
2014-01-01 04:00:00,0.2581395348837209,0.5555555555555536,0.0,0.0
2014-01-01 04:05:00,0.2569336778639104,0.5555555555555536,0.0,0.0
2014-01-01 04:10:00,0.25607235142118856,0.5555555555555536,0.0,0.0
2014-01-01 04:15:00,0.25503875968992246,0.5555555555555536,0.0,0.0
2014-01-01 04:20:00,0.2542635658914728,0.5555555555555536,0.0,0.0
2014-01-01 04:25:00,0.2534883720930232,0.5555555555555536,0.0,0.0
2014-01-01 04:30:00,0.2524547803617571,0.5555555555555536,0.0,0.0
2014-01-01 04:35:00,0.2514211886304909,0.5555555555555536,0.0,0.0
2014-01-01 04:40:00,0.25055986218776916,0.5555555555555536,0.0,0.0
2014-01-01 04:45:00,0.24883720930232556,0.5555555555555536,0.0,0.0
2014-01-01 04:50:00,0.24806201550387594,0.5555555555555536,0.0,0.0
2014-01-01 04:55:00,0.24728682170542632,0.5555555555555536,0.0,0.0
2014-01-01 05:00:00,0.24599483204134365,0.5555555555555536,0.0,0.0
2014-01-01 05:05:00,0.2444444444444444,0.5555555555555536,0.0,0.0
2014-01-01 05:10:00,0.24341085271317828,0.5555555555555536,0.0,0.0
2014-01-01 05:15:00,0.24315245478036174,0.5416666666666607,0.0,0.0
2014-01-01 05:20:00,0.24211886304909558,0.5462962962962976,0.0,0.0
2014-01-01 05:25:00,0.2408268733850129,0.5416666666666607,0.0,0.0
2014-01-01 05:30:00,0.23987941429801893,0.537037037037031,0.0,0.0
2014-01-01 05:35:00,0.23901808785529716,0.5555555555555536,0.0,0.0
2014-01-01 05:40:00,0.237984496124031,0.5555555555555536,0.0,0.0
2014-01-01 05:45:00,0.23695090439276484,0.5555555555555536,0.0,0.0
2014-01-01 05:50:00,0.2354005167958656,0.5555555555555536,0.0,0.0
2014-01-01 05:55:00,0.23488372093023252,0.5555555555555536,0.0,0.0
2014-01-01 06:00:00,0.23359173126614985,0.5555555555555536,0.0,0.0
2014-01-01 06:05:00,0.23281653746770026,0.5555555555555536,0.0,0.0
2014-01-01 06:10:00,0.2317829457364341,0.5555555555555536,0.0,0.0
2014-01-01 06:15:00,0.23100775193798445,0.5555555555555536,0.0,0.0
2014-01-01 06:20:00,0.23023255813953486,0.5555555555555536,0.0,0.0
